ID,Name,Team,Pos,Price,18_pts,19_pts,20_pts,21_pts,22_pts,23_pts,24_pts,25_pts
517,Cresswell,WHU,DEF,3.9,0.42344,0.43975,0.51438,0.39617,0.39415,0.48768,0.49445,0.39621
518,Downes,SOU,MID,4.8,2.1927,2.05401,2.16753,2.00699,1.95052,2.12407,1.99837,2.15716
519,Earthy,WHU,MID,4.5,0,0,0,0,0,0,0,0
520,Emerson,WHU,DEF,4.4,2.27617,2.32789,2.60424,2.15797,2.15379,2.5006,2.52391,2.17425
521,Fabianski,WHU,GK,4.1,3.7691,3.33649,3.94105,2.96751,2.92291,3.75144,3.75833,2.83938
522,Foderingham,WHU,GK,4.3,0.00939,0.00809,0.00979,0.00722,0.00711,0.00934,0.00936,0.00692
523,Ings,WHU,FWD,5,1.04998,0.74006,0.7159,0.83797,0.8876,0.7681,0.74882,0.90208
524,Kilman,WHU,DEF,4.5,2.78919,2.76544,3.0585,2.64144,2.66479,2.96619,2.98993,2.67612
525,Kudus,WHU,MID,6.2,2.84906,2.48529,2.18073,2.54166,2.59591,2.24207,2.20179,2.69584
526,L.Guilherme,WHU,MID,4.7,0.16232,0.1352,0.1331,0.1401,0.14506,0.13648,0.135,0.1473
527,L.Paquetá,WHU,MID,5.7,0,2.30429,2.18819,2.32474,2.38521,2.23122,2.19308,2.46122
528,Mavropanos,WHU,DEF,4.4,2.00802,2.03222,2.31782,1.8784,1.87748,2.22189,2.24538,1.88724
529,N.Aguerd,WHU,DEF,4.4,0,0,0,0,0,0,0,0
530,Souček,WHU,MID,4.9,2.28463,1.99412,1.91188,2.06188,2.12149,1.95315,1.93393,2.16613
531,Ward-Prowse,NFO,MID,6.2,0.51269,0.48832,0.54374,0.49593,0.53976,0.48681,0.51956,0.50193
532,Zouma,WHU,DEF,4.4,0,0,0,0,0,0,0,0
533,Aït-Nouri,WOL,DEF,4.8,1.86408,2.34387,1.93087,2.23959,2.23325,1.94169,1.91518,2.21599
534,B.Traore,WOL,MID,4.8,0,0.0162,0.7327,0.81781,0.84441,0.84239,0.87509,0.84333
535,Bellegarde,WOL,MID,5,1.57444,1.61551,1.66391,1.50067,1.47673,1.47061,1.58825,1.41448
536,Bentley,WOL,GK,4,0.00677,0.0083,0.00667,0.00837,0.00844,0.00692,0.00654,0.00958
537,Chiquinho,WOL,MID,4.5,0,0,0,0,0,0,0,0
538,Chirewa,WOL,MID,4.5,0,0,0,0,0,0,0,0
539,Chiwome,WOL,FWD,4.5,0.00296,0.00309,0.00321,0.0028,0.00274,0.00263,0.00299,0.00253
540,Cundle,WOL,MID,4.5,0.00037,0.0004,0.0004,0.00037,0.00036,0.00036,0.00038,0.00035
541,Cunha,WOL,FWD,7.1,3.10993,2.82491,3.39638,2.67048,2.62091,2.88356,3.19779,2.47186
542,Dawson,WOL,DEF,4.4,1.32833,1.64208,1.36884,1.59243,1.58876,1.41924,1.35397,1.59677
543,Doherty,WOL,DEF,4.3,1.55737,2.03903,1.61669,1.95183,1.94693,1.66027,1.60212,1.93773
544,Doyle,WOL,MID,4.8,1.33485,1.40857,1.41142,1.32063,1.29425,1.27324,1.32953,1.24656
545,"Fábio Silva",WOL,FWD,5,0,0,0,0,0,0,0,0
546,Fraser,WOL,FWD,4.5,0,0,0,0,0,0,0,0
547,Gonzalez,WOL,MID,4.4,0,0,0,0,0,0,0,0
548,Guedes,WOL,MID,5.3,1.67721,1.71876,1.83154,1.57577,1.5553,1.55839,1.77487,1.46163
549,H.Bueno,WOL,DEF,4.5,0,0,0,0,0,0,0,0
550,"Hee Chan",WOL,MID,6.1,1.5725,1.73328,1.67021,1.58805,1.57071,1.47937,1.60671,1.48174
551,Hodge,WOL,MID,4.5,0,0,0,0,0,0,0,0
552,Hoever,WOL,DEF,4,0,0,0,0,0,0,0,0
553,J.Gomes,WOL,MID,4.9,2.15311,2.20985,2.25301,2.09438,2.06824,2.06717,2.17012,1.99738
554,"José Sá",WOL,GK,4.3,3.23332,3.9669,3.19202,3.99247,4.02575,3.30028,3.13208,4.53077
555,Kalajdžić,WOL,FWD,4.8,0,0,0,0,0,0,0,0
556,King,WOL,GK,4,0.00674,0.00827,0.00665,0.00833,0.00841,0.00689,0.00652,0.00953
557,"Mario Jr.",WOL,MID,5,1.26252,1.68993,1.97493,1.88457,1.86203,1.88999,2.00971,1.79924
558,Mosquera,WOL,DEF,3.9,0,0,0,0,0,0,0,0
559,N.Semedo,WOL,DEF,4.5,2.15516,2.677,2.22897,2.58056,2.57878,2.28189,2.22134,2.57449
560,Neto,CHE,MID,6.2,1.93778,1.76587,1.75528,1.99853,2.05559,1.55913,2.07778,1.68313
561,"Pedro Lima",WOL,DEF,3.9,0.00511,0.00655,0.00527,0.00632,0.00632,0.0055,0.00526,0.00634
562,Podence,WOL,MID,5.5,1.68892,1.53191,1.67007,1.48548,1.50412,1.40115,1.60293,1.42556
563,R.Gomes,WOL,MID,5.2,1.38175,1.4112,1.47515,1.31108,1.29278,1.29649,1.42035,1.23215
564,S.Bueno,WOL,DEF,4.3,2.004,2.47909,2.05497,2.4012,2.40104,2.12904,2.05408,2.40666
565,Sarabia,WOL,MID,5.1,0,0,0,0,0,0,0,0
566,"Strand Larsen",WOL,FWD,5.6,2.20741,2.17912,2.32655,2.04288,2.01553,2.03781,2.22455,1.91031
567,Toti,WOL,DEF,4.3,2.263,2.70954,2.34118,2.62234,2.61392,2.37579,2.31029,2.61695
568,Muric,IPS,GK,4.4,4.70086,3.54757,4.24374,3.4216,3.77351,5.0618,2.95234,4.52243
569,Jaden,AVL,MID,5.3,0.786,0.84334,0.99137,0.81537,0.70361,0.90938,0.88815,0.86463
570,A.Fatawu,LEI,MID,5.2,0,0,0,0,0,0,0,0
571,Sávio,MCI,MID,6.4,2.38034,2.23416,2.55005,2.15436,2.15551,2.23604,1.719,2.38423
572,Yoro,MUN,DEF,4.3,2.07527,2.01491,2.21367,1.8129,1.91532,2.0618,1.90558,2.31507
573,Milenković,NFO,DEF,4.6,2.41737,2.31942,2.49902,2.45523,2.23672,2.42106,2.33479,2.47137
574,Pivas,NEW,DEF,4,0,0,0,0,0,0,0,0
575,Wiley,CHE,DEF,4,0,0,0,0,0,0,0,0
576,Irving,WHU,MID,4.8,0.40039,0.33468,0.32397,0.3488,0.36364,0.33234,0.32887,0.3694
577,Lindstrøm,EVE,MID,5.1,1.66951,1.92241,1.70254,1.85961,1.81294,1.75615,2.11955,1.82563
578,Calafiori,ARS,DEF,5.8,2.65319,2.85423,2.63625,2.67486,2.65256,2.71946,2.57905,2.68082
579,Sessegnon,FUL,DEF,4.2,0.23326,0.20816,0.19989,0.22149,0.21299,0.19672,0.23343,0.20322
580,Huijsen,BOU,DEF,4.3,1.98249,2.10542,1.92282,2.27031,2.27181,2.01437,2.10948,2.08245
581,Jørgensen,CHE,GK,4.2,0.21115,0.20501,0.24109,0.21302,0.20458,0.28275,0.20556,0.254
582,O'Brien,EVE,DEF,4.6,0.35611,0.3131,0.31945,0.31024,0.31845,0.32758,0.33128,0.33267
583,Townsend,IPS,DEF,4,0.11147,0.09589,0.09979,0.08959,0.09361,0.1106,0.0823,0.10855
584,"Brereton Díaz",SOU,MID,4.9,0.91809,0.87338,0.91175,0.85152,0.82472,0.89125,0.84566,0.90685
585,I.Sarr,CRY,MID,5.7,2.53836,2.74384,2.53055,2.78817,2.73005,2.69786,2.60088,2.6595
586,J.Cuenca,FUL,DEF,4.4,1.36798,1.20645,1.15605,1.29273,1.23942,1.139,1.36973,1.17607
587,Summerville,WHU,MID,5.6,2.17723,1.61405,1.5348,1.67507,1.72933,1.60984,1.57223,1.79668
588,G.Rodríguez,WHU,MID,4.8,1.44781,1.28551,1.21618,1.32834,1.37903,1.23842,1.22921,1.39122
589,Füllkrug,WHU,FWD,6.7,2.20635,1.70147,1.53087,1.87545,1.97375,1.62543,1.58811,2.00618
590,Osula,NEW,FWD,4.9,0.4049,0.41963,0.41913,0.43171,0.42496,0.53836,0.40563,0.34932
591,Todibo,WHU,DEF,4.3,2.01831,1.97449,2.2286,1.85212,1.86132,2.1507,2.16858,1.87482
592,J.Araujo,BOU,DEF,4.3,0,0,0,0,0,0,0,0
593,"De Ligt",MUN,DEF,5,1.90734,2.42442,2.74816,2.39518,2.47279,2.67563,2.47842,2.96354
594,Mazraoui,MUN,DEF,4.6,2.40232,2.39997,2.52935,2.20723,2.29302,2.37835,2.29474,2.65524
595,Gruda,BHA,MID,5.4,1.36293,1.23645,1.18773,1.29208,1.29125,1.35549,1.24554,1.25119
596,"Jota Silva",NFO,MID,5.9,1.7133,1.5643,1.7916,1.58647,1.78529,1.53849,1.69795,1.60646
597,Lewis-Skelly,ARS,MID,4.5,0.91712,0.91307,0.89053,0.89886,0.90234,0.94486,0.86214,0.97845
598,Bogarde,AVL,DEF,4,0.20564,0.16828,0.17498,0.17275,0.20833,0.1711,0.18565,0.16586
599,Dennis,BOU,GK,4,0.00679,0.00791,0.00637,0.00852,0.00844,0.00674,0.00772,0.00854
600,Ayari,BHA,MID,5,1.99714,1.79967,1.72875,1.83171,1.83742,1.93351,1.78285,1.80055
601,Moran,BHA,MID,5,0,0,0,0,0,0,0,0
602,Trevitt,BRE,MID,4.4,0.02087,0.0198,0.02416,0.02014,0.02023,0.02185,0.02102,0.02208
603,Armstrong,EVE,MID,4.5,0.18584,0.21247,0.19309,0.20044,0.19938,0.19889,0.23,0.21041
604,King,FUL,MID,4.5,0.55222,0.5989,0.5816,0.60611,0.62708,0.56553,0.56311,0.60359
605,Godo,FUL,MID,4.5,0.36208,0.38998,0.37605,0.39282,0.40728,0.36393,0.36278,0.39023
606,Alves,LEI,MID,4.5,0.00435,0.00455,0.00461,0.00493,0.00475,0.00497,0.00476,0.00446
607,O’Reilly,MCI,MID,4.9,0.00604,0.00614,0.00615,0.00583,0.00574,0.00563,0.00508,0.00594
608,Dibling,SOU,MID,4.5,1.80942,1.70625,1.76774,1.64733,1.59502,1.72224,1.63399,1.7528
609,Lankshear,TOT,FWD,4.5,0.38015,0.3999,0.37714,0.30107,0.40093,0.44208,0.38463,0.37541
610,Moore,TOT,MID,4.5,0.01641,0.01757,0.60251,0.63357,0.75207,0.83193,0.77771,0.75724
611,Szmodics,IPS,MID,5.8,1.52898,1.68431,1.67871,1.72579,1.63086,1.53669,1.79921,1.63685
612,Odobert,TOT,MID,5.3,0,0,0,0,0,0,0,0
613,Collyer,MUN,MID,4.5,0.01404,0.01352,0.01213,0.0139,0.01319,0.01318,0.01366,0.01382
614,Metcalfe,EVE,MID,4.5,0,0,0,0,0,0,0,0
615,Rushworth,BHA,GK,4,0,0,0,0,0,0,0,0
616,Nelson,LEI,DEF,4,0,0,0,0,0,0,0,0
617,Evanilson,BOU,FWD,6,2.57118,2.39836,2.6363,2.23331,2.26228,2.58108,2.28108,2.82168
618,Georginio,BHA,MID,5.4,2.15186,1.98554,1.88609,2.0816,2.06125,2.1318,1.99208,1.99353
619,Cajuste,IPS,MID,4.5,1.51729,1.60711,1.66788,1.66501,1.61083,1.56364,1.74604,1.63082
620,Sosa,NFO,MID,5.5,0.77772,0.76451,0.84256,0.74765,0.82999,0.74909,0.7877,0.77448
621,"João Félix",CHE,MID,6,0.90183,0.90576,0.91565,0.95758,0.98392,0.81104,0.99419,0.87837
622,Berge,FUL,MID,5,1.31674,1.8121,1.93044,2.13313,2.19336,1.95833,2.00285,2.06484
623,M.Fernandes,SOU,MID,5,2.26085,2.22765,2.28393,2.21293,2.14599,2.25294,2.22882,2.28455
624,Begovic,EVE,GK,4,0.26456,0.19968,0.24385,0.19567,0.22089,0.23622,0.20155,0.22355
625,Gündogan,MCI,MID,6.5,2.33964,2.40476,2.40909,2.30821,2.29482,2.19112,1.96245,2.30837
626,Kaboré,MCI,DEF,4.5,0,0,0,0,0,0,0,0
627,Dixon,EVE,DEF,4,0.02073,0.01673,0.01788,0.01671,0.01752,0.01827,0.01736,0.01842
628,F.Kadıoğlu,BHA,DEF,4.5,0.1318,0.58508,1.08073,1.37953,1.7118,1.58127,1.7132,1.72141
629,O'Riley,BHA,MID,5.5,1.17833,1.02341,0.98248,1.10003,1.08113,1.16963,1.0336,1.0765
630,O'Shea,IPS,DEF,4.1,2.63695,2.35627,2.40957,2.23632,2.30834,2.62008,2.09875,2.58472
631,J.Clarke,IPS,MID,5.5,1.39441,1.58595,1.60439,1.64676,1.53943,1.44362,1.72392,1.56064
632,Ogbene,IPS,MID,4.9,0,0,0,0,0,0,0,0
633,Merino,ARS,MID,6,1.93023,1.8644,1.79419,1.82977,1.88234,1.92672,1.72706,1.94623
634,G.Nunes,BRE,MID,4.9,0,0,0,0,0,0,0,0
635,"El Khannouss",LEI,MID,4.8,1.68991,1.86999,1.73991,2.0079,1.95179,1.86884,1.75414,1.80005
636,Chiesa,LIV,MID,6.8,0.75172,0.64844,0.60912,0.59109,0.64058,0.66146,0.58159,0.68093
637,Meupiyou,WOL,DEF,4,0.15722,0.2014,0.162,0.19422,0.19419,0.1691,0.16178,0.19483
638,"Oulad M'hand",ARS,MID,4.5,0.00703,0.00706,0.00688,0.0069,0.00696,0.00733,0.00661,0.00753
639,Setford,ARS,GK,4.5,0.00617,0.00891,0.0087,0.00769,0.00683,0.00806,0.00796,0.00776
640,Swinkels,AVL,DEF,4,0.01094,0.00907,0.00948,0.00923,0.01105,0.00924,0.00994,0.00895
641,Zych,AVL,GK,4,0.00833,0.00688,0.00671,0.00747,0.00877,0.00661,0.00724,0.00587
642,André,WOL,MID,5,1.82366,1.87937,1.92649,1.79604,1.76934,1.76525,1.85157,1.71527
643,Casey,WHU,DEF,4,0.39929,0.41292,0.47701,0.37568,0.37452,0.45386,0.45968,0.37661
644,Umeh-Chibueze,CRY,MID,4.4,8.0E-5,0.00034,0.00064,0.00095,0.00103,0.00108,0.00104,0.00108
645,Devenny,CRY,MID,4.5,1.37664,1.53452,1.40964,1.55055,1.49676,1.53534,1.44088,1.53191
646,Agbinone,CRY,MID,4.5,0.12583,0.13709,0.12439,0.14243,0.13699,0.1364,0.1313,0.13632
647,Rodney,CRY,MID,4.5,0.0003,0.00032,0.0003,0.00033,0.00032,0.00032,0.00031,0.00032
648,Wheatley,MUN,FWD,4.5,0.01543,0.01362,0.01147,0.01546,0.01364,0.01392,0.01449,0.01411
649,Meghoma,BRE,DEF,4,0.3918,0.37356,0.37438,0.36926,0.38718,0.39535,0.37466,0.39846
650,Lacroix,CRY,DEF,4.5,2.50652,2.26962,2.42803,2.565,2.62926,2.37574,2.60714,2.29993
651,Mangala,EVE,MID,5,1.86876,1.99164,1.9021,1.89949,1.90049,1.93769,2.07335,2.01202
652,Ugarte,MUN,MID,4.9,1.75768,1.98763,1.48881,2.01773,1.92523,1.61055,1.97789,1.68295
653,Morato,NFO,DEF,4.5,1.85621,1.78073,1.92277,1.90078,1.67104,1.87356,1.77514,1.91441
654,C.Soler,WHU,MID,5,1.73319,1.40642,1.35319,1.4612,1.5185,1.39176,1.37136,1.55501
655,Forbs,WOL,MID,5.5,0.68022,0.72246,0.72421,0.64731,0.63828,0.61686,0.69187,0.59568
656,Young,AVL,MID,4.5,0.00707,0.00728,0.00821,0.00726,0.00647,0.00768,0.0077,0.00738
657,Kacurri,ARS,DEF,4,0.01007,0.01243,0.01118,0.01074,0.01024,0.01113,0.01058,0.0108
658,Heaven,ARS,DEF,4,0.01007,0.01243,0.01118,0.01074,0.01024,0.01113,0.01058,0.0108
659,Kabia,ARS,MID,4.5,0.00901,0.00902,0.0088,0.00885,0.00893,0.00937,0.00847,0.00963
660,Jaros,LIV,GK,4,0.00768,0.00872,0.00771,0.00829,0.00932,0.00668,0.00938,0.00752
661,Yogane,BRE,MID,4.5,0.013,0.01225,0.0151,0.01248,0.01256,0.01358,0.01304,0.01374
662,Nichols,ARS,DEF,4,0.01659,0.02056,0.0185,0.01772,0.01689,0.01842,0.01746,0.01788
663,Samuels,BHA,DEF,4,0.01966,0.0235,0.02072,0.01947,0.02215,0.0187,0.02095,0.02098
664,Pond,WOL,DEF,3.9,0.14787,0.1911,0.15225,0.18439,0.18438,0.15977,0.15217,0.18519
665,Butler-Oyedeji,ARS,FWD,4.5,0.01626,0.01604,0.0162,0.01521,0.01586,0.0179,0.01439,0.01873
666,Kporha,CRY,DEF,4,0.61753,0.52413,0.60695,0.60797,0.64133,0.56561,0.64372,0.53683
667,Fletcher,MUN,MID,4.5,0.02718,0.02623,0.02342,0.02695,0.0256,0.02549,0.02646,0.02674
668,Cahill,BHA,GK,3.9,0.00728,0.00938,0.0077,0.007,0.00922,0.00703,0.00804,0.00798
669,Davies,LIV,GK,4,0.00671,0.00756,0.00674,0.00719,0.00807,0.00587,0.00812,0.00658
670,Amass,MUN,DEF,4,0.00554,0.00536,0.00612,0.00469,0.00506,0.00556,0.00501,0.00633
671,Wright,MCI,MID,4.5,0.00082,0.00085,0.00083,0.0008,0.00078,0.00076,0.00069,0.0008
672,Simpson-Pusey,MCI,DEF,4,0.16362,0.1829,0.17594,0.21064,0.16962,0.18355,0.20987,0.183
673,Fitzgerald,MUN,MID,4.5,0.04651,0.04488,0.04007,0.0461,0.0438,0.04361,0.04526,0.04575
674,Maghoma,BRE,MID,4.5,0.84411,0.79309,0.98482,0.80465,0.80743,0.88366,0.84088,0.89348
675,Wilson-Esbrand,MCI,DEF,4,0.06027,0.06738,0.06476,0.07745,0.06252,0.0675,0.07711,0.06732
676,Marsh,CRY,FWD,4.5,0.04559,0.0522,0.0416,0.05451,0.05086,0.04975,0.04776,0.05116
677,Scarles,WHU,DEF,4,0.80232,0.82622,0.952,0.75289,0.75108,0.90649,0.9178,0.75558
678,Bates,EVE,MID,4.5,0.094,0.10486,0.09647,0.10032,0.09937,0.09911,0.1128,0.10355
679,Broggio,AVL,MID,4.5,0.0797,0.08188,0.09248,0.08175,0.07282,0.08648,0.087,0.08308
680,Kinsey,BOU,DEF,4,0.00091,0.00101,0.00087,0.00111,0.00111,0.00093,0.001,0.00097
681,McConville,BHA,DEF,4,0.11259,0.13359,0.11824,0.11081,0.12597,0.1072,0.11916,0.11985
682,Edozie,WOL,MID,4.5,0.09128,0.0965,0.09772,0.09,0.08861,0.08683,0.09351,0.08452
683,Olusesi,TOT,MID,4.5,0.07428,0.0801,0.07799,0.06751,0.07577,0.08599,0.07755,0.07468
684,Hardy,TOT,DEF,4,0.10945,0.10611,0.10947,0.12536,0.10494,0.10814,0.12602,0.10086
685,Slater,BHA,DEF,4,0.15386,0.18256,0.16147,0.1516,0.17222,0.14652,0.16291,0.1637
686,Mayers,WHU,DEF,4,0.17154,0.17635,0.20234,0.16127,0.16097,0.19293,0.19525,0.16197
687,Winterburn,BOU,MID,4.5,0.132,0.12657,0.13386,0.12191,0.1238,0.13429,0.12256,0.14747
688,Nyoni,LIV,MID,4.5,0.00017,0.00015,0.00014,0.00014,0.00015,0.00015,0.00014,0.00016
689,Williams-Barnett,TOT,MID,4.5,0.09918,0.10685,0.10401,0.09006,0.1011,0.11474,0.10363,0.09957
690,Amissah,FUL,DEF,4,0.18008,0.15534,0.14794,0.1675,0.1593,0.14623,0.18013,0.1508
691,Kukonki,MUN,DEF,4,0.19641,0.1905,0.21595,0.16715,0.17979,0.19682,0.17829,0.22374
692,Nallo,LIV,DEF,4,0.01093,0.01158,0.01017,0.01097,0.01263,0.01029,0.01113,0.01071
693,O'Brien-Whitmarsh,SOU,MID,4.5,0.21347,0.20934,0.21191,0.20344,0.1969,0.20691,0.20136,0.21077
694,Cartwright,LEI,MID,4.5,0.36222,0.37928,0.38509,0.41174,0.39705,0.41565,0.39593,0.37134
695,Rak-Sakyi,CHE,MID,4.5,0.24725,0.24806,0.25758,0.25947,0.26193,0.2335,0.26301,0.2466
696,George,CHE,MID,4.5,0.02555,0.02563,0.02662,0.02681,0.02707,0.02413,0.02718,0.02548
697,Acheampong,CHE,DEF,4,0.11797,0.11695,0.13133,0.12325,0.12214,0.14722,0.12131,0.13007
698,Mubama,MCI,FWD,4.5,0.00994,0.0106,0.00957,0.00907,0.00972,0.00807,0.00716,0.00894
699,Dorrington,TOT,DEF,4,0.36163,0.35265,0.36342,0.41357,0.34708,0.36041,0.41687,0.33486
700,King,TOT,DEF,4,0.38663,0.37696,0.38825,0.44127,0.37086,0.38497,0.44483,0.35786
701,Orford,WHU,MID,4.5,0.00193,0.00159,0.00156,0.00165,0.00171,0.0016,0.00158,0.00174
